SvobodaRadio|866921914824101889|2017-05-23 07:41:05|"Академик Александр Панченко подробно разбирает историю появления крылатого выражения ""потемкинские деревни"".… https://t.co/PXicybUK5n"
SvobodaRadio|866921030253764609|2017-05-23 07:37:34|"В Москве в квартире режиссера и художественного руководителя ""Гоголь-центра"" Кирилла Серебренникова проходит обыск.… https://t.co/599moLz5M7"
SvobodaRadio|866920280396103680|2017-05-23 07:34:36|"Яков Кротов: ""Программа сноса пятиэтажек обнажила волчью суть номенклатурной власти.""
https://t.co/yhM5HuyHHZ https://t.co/rzZjhbOEh5"
SvobodaRadio|866918605996404736|2017-05-23 07:27:56|"Премьер-министр Великобритании Тереза Мэй выразила соболезнования близким погибших.
https://t.co/SxZESxkUSW https://t.co/zJ0IR5DHgh"
SvobodaRadio|866915738929565696|2017-05-23 07:16:33|"Матвиенко хочет запретить несовершеннолетним участвовать в протестах.
https://t.co/LpXAn6SVZQ https://t.co/6EvOX34CJ7"
SvobodaRadio|866914833626787840|2017-05-23 07:12:57|Правозащитники и оппозиция подозревают Турчака в причастности к нападению на журналиста Олега Кашина.… https://t.co/1pi30SXip6
SvobodaRadio|866913295265091584|2017-05-23 07:06:50|"На видеозаписи человек в маске угрожает ""поправить женщин и мужчин, выбравших неверный путь"".… https://t.co/mex5HHRFPd"
SvobodaRadio|866912652391567360|2017-05-23 07:04:17|В дневниках граф Харри Кесслер (1868-1937) зафиксировал цветущий мир, вскоре бесповоротно сломленный войной.… https://t.co/QcmL67oqLX
SvobodaRadio|866876847270842368|2017-05-23 04:42:00|"Все новости на 7:40. Взрыв в Манчестере. Браслеты, ложечки и ультрапрогрессивный артрит
https://t.co/yiTTmF60L2
https://t.co/suqdBsNFuA"
SvobodaRadio|866819676655026176|2017-05-23 00:54:50|"В результате взрыва в Манчестере на концертной арене погибло 19 человек, десятки ранены. Это, скорее всего, теракт
https://t.co/LLAUJsaaQF"
SvobodaRadio|866757437768032256|2017-05-22 20:47:31|В Петербурге на Крестовском острове сносят сооружения Детского теннисного центра -- не дожидаясь судебного решения… https://t.co/tImG7PX7rx
SvobodaRadio|866749376248647680|2017-05-22 20:15:29|"Что такое просветительство в 20-м и 21-м веке? Расшифровка беседы в рамках круглого стола премии ""Просветитель""… https://t.co/NLRiJifDbT"
SvobodaRadio|866748699095040000|2017-05-22 20:12:47|"Нетаньяху приветствовал возвращение лидерства США на Ближнем Востоке
https://t.co/V9v3aBwbv5 https://t.co/pysDSMgvYy"
SvobodaRadio|866748231828598784|2017-05-22 20:10:56|21 мая в городе Химки полиция задержала 12 активистов Объединения перевозчиков России, обвинив в проведении несанкц… https://t.co/rBTgFn4PNA
SvobodaRadio|866743338501902336|2017-05-22 19:51:29|Троих задержанных в Химках дальнобойщиков оштрафовали на 10.5 тыс.руб. каждого. Еще восемь активистов остаются в ОВ… https://t.co/KzSpzbQpDv
SvobodaRadio|866723126507429891|2017-05-22 18:31:10|"""Наталья Поклонская  - комичный персонаж... Это было бы смешно, если бы она не была депутатом Госдумы"".… https://t.co/yMGrnfMAC9"
SvobodaRadio|866722192641466370|2017-05-22 18:27:28|В Грузии отметили очередную годовщину изгнания черкесов https://t.co/QQRjND6RLW https://t.co/TJJtHEbVqW
SvobodaRadio|866722060575404034|2017-05-22 18:26:56|"Действительно ли большинство россиян ""высказались в поддержку пыток"" по результатам социологического опроса?… https://t.co/gom0sDL7nE"
SvobodaRadio|866717813913690112|2017-05-22 18:10:04|"""Телескоп"":  Путинберг и Путинград - Путевки в ""ДНР"" - Саша Спилберг в Госдуме - Школа против пастриарха… https://t.co/LJHImmZrmU"
SvobodaRadio|866694280747855872|2017-05-22 16:36:33|"""Разборка"" дня: https://t.co/hAujzG61Je"
SvobodaRadio|866688523440721921|2017-05-22 16:13:40|"""Исламское государство"" запретило соцсети для своих боевиков
https://t.co/LTGlEYF7Hb https://t.co/jJ7qjNQmD8"
SvobodaRadio|866688203264274433|2017-05-22 16:12:24|"Химки: задержанных дальнобойщиков еще на одну ночь оставили в полиции
https://t.co/DdCnaaZoZb https://t.co/GHWRVKMmQ7"
SvobodaRadio|866687681689997314|2017-05-22 16:10:20|Трамп посетил святыни Старого города Иерусалима https://t.co/yx3XMcIzbr https://t.co/gBa9mwxcU4
SvobodaRadio|866683186960633856|2017-05-22 15:52:28|Что вы знаете о депутате Гоcдумы Наталье Поклонской? Опрос Радио Свобода. Обсуждаем с экспертами -… https://t.co/AdWSFB8BL8
SvobodaRadio|866680271982166016|2017-05-22 15:40:53|"ФАС признала картелем компании, связанные с ""поваром Путина"" https://t.co/hsRmKjWGcX https://t.co/vTHLpyh9N8"
SvobodaRadio|866679571801886722|2017-05-22 15:38:06|Смотрите  наш традиционный выпуск новостей дня за 30 секунд! Остальные новости дня - https://t.co/0D6qjpGTcX https://t.co/eP6GmHMyOU
SvobodaRadio|866672240099807233|2017-05-22 15:08:58|"Число внутренних мигрантов в мире достигло 40 миллионов человек
https://t.co/eMPFLd4P8R https://t.co/l9vxTS2Dob"
SvobodaRadio|866671603001827328|2017-05-22 15:06:26|"ВЦИОМ – Госдуме: молодежь в России ""нереволюционна"" https://t.co/ViAkJHAxwC https://t.co/lSnG4bog6x"
SvobodaRadio|866669306859458560|2017-05-22 14:57:19|"Эммануэль Макрон встретится в Париже с Владимиром Путиным
https://t.co/OFxWQbfT3I https://t.co/ZdaJMiYtLY"
SvobodaRadio|866668601494966272|2017-05-22 14:54:31|"Изгонят ли пастриарха из школы за участие в акции Навального?  Читайте в сегодняшнем ""Телескопе""… https://t.co/Yiof56A6cy"
SvobodaRadio|866667035731918849|2017-05-22 14:48:17|Майкл Флинн отказался участвовать в слушаниях сенатского комитета. https://t.co/YgxEPFwSDc https://t.co/jcs3qw1zP1
SvobodaRadio|866663267913134085|2017-05-22 14:33:19|"Рюмка для водки по цене 11 000 рублей. Навальный разбирается с закупками в ""Роснефти""  - Читайте в нашем ""Телескопе… https://t.co/bUdObZo2Gq"
SvobodaRadio|866661902134501377|2017-05-22 14:27:53|В возрасте 78 лет умер российский спортивный телекомментатор Владимир Перетурин. https://t.co/IHBjXxK3Hx https://t.co/L3WwEkzLxb
SvobodaRadio|866661204080693250|2017-05-22 14:25:07|"""Власть в России либо плохо учила историю цивилизации, либо не задумывается о завтрашнем дне"".… https://t.co/aVkTwWZq5G"
SvobodaRadio|866639008457273347|2017-05-22 12:56:55|Блогер Саша Спилберг призвала депутатов побольше писать в соцсети и снимать видео для Youtube. А вдруг они начнут?… https://t.co/aEztXbNZGf
SvobodaRadio|866637065248804866|2017-05-22 12:49:12|"Трамп призвал Иран прекратить ""финансировать террористов"" https://t.co/XHsOVzVYXZ https://t.co/hJZUXxW14v"
SvobodaRadio|866634453241782272|2017-05-22 12:38:49|Так поступают выпускники университета в свободной стране - и никто не будет читать им лекцию о патриотизме и правил… https://t.co/QsGT2VafoW
SvobodaRadio|866629992926633986|2017-05-22 12:21:06|Двое несовершеннолетних детей Кадырова в 2016 г. заработали почти по 10 миллионов рублей на человека. А вы ленитесь… https://t.co/3pGqCiEyXM
SvobodaRadio|866627956856279040|2017-05-22 12:13:00|"Автобусные туры ""Донецк непокоренный"": за 20 тысяч рублей - посещение Саур-Могилы и стрелкового тира. Не шутка… https://t.co/zIGdLMqjXL"
SvobodaRadio|866624091662557185|2017-05-22 11:57:39|"Маккейн заявил, что Лаврову не место в американском Белом доме, и назвал его ""пропагандистом"", а Путина - ""убийцей""… https://t.co/Twwuom945t"
SvobodaRadio|866618931007688704|2017-05-22 11:37:08|"В Новосибирске за неповиновение требованиям полиции задержаны два активиста ""Открытой России""… https://t.co/I0OUQD1xMg"
SvobodaRadio|866614638439534592|2017-05-22 11:20:05|Своим видеообращением к Петру Порошенко Ксения Собчак, кажется, ухитрилась разозлить всех https://t.co/BNm76PV1RW https://t.co/oxUin5EcwX
SvobodaRadio|866612913557123072|2017-05-22 11:13:14|Зоозащитник, проводивший одиночный пикет, задержан из-за того, что на нем была маска медведя https://t.co/yNwyiYIWOS https://t.co/sy6SfCMddJ
SvobodaRadio|866608876594049024|2017-05-22 10:57:11|Решить проблемы ЖКХ в Барнауле? Запросто, считает Марина Чаузова:надо переименовать его в Путинград. Или в Путинбер… https://t.co/bydJoUmNHV
SvobodaRadio|866607013815627776|2017-05-22 10:49:47|Эксперт: систематические попытки властей отвадить молодежь от протестов могут привести к обратному результату… https://t.co/Ehd9IgiCkf
SvobodaRadio|866604703068696576|2017-05-22 10:40:36|Трамп о визите в Израиль: это шанс вернуть на Ближний Восток стабильность и продвинуться в борьбе с терроризмом… https://t.co/FViEgoFOwn
SvobodaRadio|866600770405314561|2017-05-22 10:24:58|После попытки гос.переворота в стране лишили работы более 100 тысяч учителей, военных, полицейских… https://t.co/6MQXKP64aS
SvobodaRadio|866600529014771712|2017-05-22 10:24:01|"В Нижнем Тагиле суд прекратил дело в отношении пикетчика с плакатом ""Денег нет, но вы держитесь""."
SvobodaRadio|866597757846511616|2017-05-22 10:13:00|#Елкин про любимые игры московской мэрии. Другие карикатуры - тут: https://t.co/rOh1g41Kwa https://t.co/98F38qhRok
SvobodaRadio|866595744358289409|2017-05-22 10:05:00|Гособвинение просило для подсудимых по 10 лет лишения свободы. Бывшие полицейские вины не признали… https://t.co/vAFr8Sz3up
SvobodaRadio|866594388213944320|2017-05-22 09:59:37|Наш опрос: что вы знаете о деятельности депутата Госдумы Натальи Поклонской? Рассказывайте в комментариях!
SvobodaRadio|866592929921499138|2017-05-22 09:53:49|Стало известно, что 3 мая в Сирии погиб российский военный советник. Официально об этом не сообщалось… https://t.co/dxOVNjU2w3
SvobodaRadio|866590815006666754|2017-05-22 09:45:25|Трамп готов стать посредником в переговорах о мире между Израилем и палестинцами https://t.co/eclnJ51Y9N https://t.co/YvkcP8kfjh
SvobodaRadio|866589351085563904|2017-05-22 09:39:36|Рассматриваем раскрытые секреты модерации Фейсбука в Телескоп: https://t.co/v1jzdcfT7z https://t.co/RebgeQUbW0
SvobodaRadio|866584544304082944|2017-05-22 09:20:30|Евросоюз опубликовал решение о безвизовом режиме с Украиной. Оно вступит в силу с 11 июня.
SvobodaRadio|866582319641047041|2017-05-22 09:11:39|В Москву впервые доставили мощи Николая Чудотворца. Верующие выстроились в очередь к Храму Христа Спасителя… https://t.co/8ZmvVY1Zno
SvobodaRadio|866580527196905472|2017-05-22 09:04:32|Владимир Мединский станет реже летать бизнес-классом: в Минкульте вводится режим экономии https://t.co/8TfSjeEbNh https://t.co/MlGeHq2Hkl
SvobodaRadio|866576366430564361|2017-05-22 08:48:00|Саудовская Аравия и ОАЭ выделят фонду дочери Трампа 100 млн. долларов https://t.co/txh3dXEz9U https://t.co/cO2ulJFy4B
SvobodaRadio|866574354405969920|2017-05-22 08:40:00|Защита блогера Руслана Соколовского, которого признали виновным в оскорблении чувств верующих, обжаловала приговор… https://t.co/aAmnV2ZOs0
SvobodaRadio|866572593062719488|2017-05-22 08:33:00|"Экс-главу ""Роснано"" Меламеда снова отправили под домашний арест https://t.co/wcS3Z7lFBD https://t.co/oCdyrnl7Ld"
SvobodaRadio|866570578274078720|2017-05-22 08:25:00|Трамп станет первым действующим президентом США, который посетит Стену плача — главную святыню иудаизма… https://t.co/PutmppwsUA
SvobodaRadio|866568568623644672|2017-05-22 08:17:01|Украине, возможно, придется сократить импорт противоминометных радаров: США отменяют часть льгот для союзников… https://t.co/LNRF7YqONw
SvobodaRadio|866564291574366213|2017-05-22 08:00:01|"""Новая газета"": одной из жертв преследования геев в Чечне стал боец Росгвардии https://t.co/CCQWsCLF4X https://t.co/mUSM5fB0hv"
SvobodaRadio|866559580662362113|2017-05-22 07:41:18|Пансионаты управления делами президента были выкуплены по заниженной цене структурами Елисеева и Тимченко… https://t.co/lS7mLV2hcz
SvobodaRadio|866558254163382272|2017-05-22 07:36:02|До 73 процентов россиян считают допустимым применение силы со стороны представителей власти https://t.co/oTSnXUnujw https://t.co/eUDVcum1uJ
SvobodaRadio|866553453409185793|2017-05-22 07:16:57|Илья Мильштейн считает, что ФБК стоило бы позвать Поклонскую в гости. Вдруг она проникнется борьбой с коррупцией?… https://t.co/84xXrfNh2K
SvobodaRadio|866418827692826624|2017-05-21 22:22:00|Петербургский художник, артист, один из участников группы НОМ Николай Копейкин в программе Артемия Троицкого:… https://t.co/nITdBbc4tj
SvobodaRadio|866402061121880064|2017-05-21 21:15:23|"""Мечта о смерти у людей – это часто извращенная мечта о жизни. Человек не хочет жить так, как живет сию минуту""… https://t.co/hj2W9Y70IA"
SvobodaRadio|866399451476140032|2017-05-21 21:05:00|В Сирии повстанцы покинули последние районы, которые они контролировали https://t.co/UO6Woc35Kb https://t.co/R0bmEXHJCG
SvobodaRadio|866395935814955009|2017-05-21 20:51:02|На саммите арабских и мусульманских стран в Эр-Рияде объявлено о создании контингента по борьбе с терроризмом… https://t.co/kEhAbEfzoj
SvobodaRadio|866386984729751552|2017-05-21 20:15:28|Барна-Путинград, Путинберг-ул. Не так уж и важно, все проблемы все равно решит. Подберите название для жителей обно… https://t.co/cRuKsYMI5S
SvobodaRadio|866377822515978240|2017-05-21 19:39:04|На открытии штаба в Чебоксарах Навальный ответил на все вопросы пришедших, даже на самые провокационные… https://t.co/e3Gl2jdmNQ
SvobodaRadio|866373012152569858|2017-05-21 19:19:57|В The Guardian опубликованы внутренние документы Facebook, в т.ч. правила модерирования. Кое-что стало понятнее!… https://t.co/dFED9peodz
SvobodaRadio|866355803405639683|2017-05-21 18:11:34|"""Они там совсем спятили"": Навальный осудил постройку сауны в Доме правительства в Чебоксарах https://t.co/qEcDQSVc9y https://t.co/Ca7IM0CMq2"
SvobodaRadio|866353732220579840|2017-05-21 18:03:20|"""Уеду отсюда только, если воткнут штык в ж..."" Художник Борис Жутовский у Леонида Велехова в ""Культе личности"": https://t.co/a4nS2ibkOj"
SvobodaRadio|866345346896510976|2017-05-21 17:30:01|"В Петербурге активисты ""Другой России"" облили виски Алексея Венедиктова https://t.co/VJoKYPwznE https://t.co/UuCzz9Sfi5"
SvobodaRadio|866342829202612224|2017-05-21 17:20:01|В Новом Орлеане демонтировали четыре памятника деятелям, участвовавшим в Гражданской войне на стороне Юга… https://t.co/AjpD2te7gK
SvobodaRadio|866339773174226945|2017-05-21 17:07:52|"""Так я стал педофилом"": как штампуются дела о растлении несовершеннолетних и почему их плохо расследуют… https://t.co/Scjw7z8kQ1"
SvobodaRadio|866327790194446338|2017-05-21 16:20:15|Путин нанесет незапланированный визит во Францию и наверняка воспользуется случаем, чтобы познакомиться с Макроном… https://t.co/nV5dXBACvs
SvobodaRadio|866321702988414979|2017-05-21 15:56:04|"""Чтобы неповадно было"": история подростка, оштрафованного и поставленного на учет за интервью немецкому телеканалу… https://t.co/caCW92bjBi"
SvobodaRadio|866310523482243073|2017-05-21 15:11:38|"Трамп заявил, что США стремятся к созданию ""коалиции наций"" на Ближнем Востоке с целью ""искоренения экстремизма""… https://t.co/XV9Jwmv9KK"
SvobodaRadio|866295122866188288|2017-05-21 14:10:26|"В Химках задержали дальнобойщиков, протестующих против ""Платона"": в полицию попали как минимум 6 человек… https://t.co/IuI20yqEua"
SvobodaRadio|866291237564932098|2017-05-21 13:55:00|"Автору ""Русских вопросов"" 80 лет, и он сам стал героем передачи - философ, эссеист, поэт Борис Парамонов.… https://t.co/N2zuQSy1lP"
SvobodaRadio|866290975534133248|2017-05-21 13:53:58|"Об этом сама Татьяна Москалькова сообщила в эфире телеканала ""Россия-24"".
https://t.co/UgW9aMilZy https://t.co/qMM96bP07a"
SvobodaRadio|866275157777592320|2017-05-21 12:51:06|"""А кто сильнее Бога, ребята? – Никто! Если мы с ним, то у нас ""крыша"" на небесах, чего и кого нам бояться?""… https://t.co/trgYm2aWpP"
SvobodaRadio|866275058091782146|2017-05-21 12:50:43|"На открытии присутствовали сам Навальный и глава его предвыборного штаба Леонид Волков.
https://t.co/S0XPfm5SVL https://t.co/hx5OGpWhqP"
SvobodaRadio|866259551569534976|2017-05-21 11:49:06|"В Киеве траурные мероприятия прошли в Национальном историко-мемориальном заповеднике ""Быковнянские могилы"".… https://t.co/9OurDkRKgi"
SvobodaRadio|866257618335145984|2017-05-21 11:41:25|Подтверждено что Северная Корея произвела испытательный запуск баллистической ракеты среднего радиуса действия.… https://t.co/ksXfP2VJuh
SvobodaRadio|866257120026558464|2017-05-21 11:39:26|"Двоечник? Срочно читай, как нагуглить правильную молитву! Наши батюшки нагуглят всем!
https://t.co/cbosxEZkQd https://t.co/nruPx3wlBS"
SvobodaRadio|866236905041670145|2017-05-21 10:19:06|Лондон уклоняется от уплаты 100 миллиардов евро. В такую сумму Евросоюз оценил потери от выхода Великобритании.… https://t.co/t9Q7AdetpJ
SvobodaRadio|866231225505243136|2017-05-21 09:56:32|"По словам депутата Поклонской, деятельность таких организаций якобы похожа на PR-ходы.
https://t.co/vysR871p9Y https://t.co/L57fs3jqDS"
SvobodaRadio|866221128720814080|2017-05-21 09:16:25|"В фильме об организации E.N.O.T. Corp. авторы вызвали воспитателей ""патриотизма"" на небывалую откровенность.… https://t.co/lvkLRzckoC"
SvobodaRadio|866204832226394114|2017-05-21 08:11:39|"""У американцев, к счастью, есть понимание того, что политика Кремля не есть точка зрения всей России.""… https://t.co/WZQOQjI3It"
SvobodaRadio|866192481196572672|2017-05-21 07:22:35|"Писатель Анатолий Стреляный вспоминает о деревенской жизни в Нижней Австрии.
https://t.co/qVo11lMem7 https://t.co/R09I4nXYP5"
SvobodaRadio|866191420406804480|2017-05-21 07:18:22|"До сих пор неизвестно, что стало причиной провала американской агентурной сети в КНР. 
https://t.co/EJkOlXZdvl https://t.co/2Kg5jsdr5U"
SvobodaRadio|866185124987236357|2017-05-21 06:53:21|Священник Всеволод Чаплин: Шуточки и отговорочки атеистов -  попытка сбежать от собственной совести.… https://t.co/epxQ8WXJyf
SvobodaRadio|866035786407444481|2017-05-20 20:59:56|В Москве в Сахаровском центре сегодня пройдет Фестиваль Свободы: https://t.co/U9v5obArlr https://t.co/TZYbi1RVns
SvobodaRadio|866018157256990720|2017-05-20 19:49:53|"""Если они любят Рерихов, знают о них, пусть приходят на работу"". https://t.co/HT2rDL5Jbz https://t.co/pnSOTGmbAK"
SvobodaRadio|866003540203982850|2017-05-20 18:51:48|Общая сумма контрактов США с С. Аравией - $280 млрд. РФ планирует расходную часть бюджета на 2017 год в 250 млрд.… https://t.co/FZGdDJlZYV
SvobodaRadio|865997399587729408|2017-05-20 18:27:24|Они договорились о взаимодействии, например, в решении проблемы роста устройчивости к антибиотикам.… https://t.co/LVWs73uhPq
SvobodaRadio|865989532646342658|2017-05-20 17:56:08|"Как бывший журналист Первого канала осознал свою гомосексуальность и создал сайт ""Иллюмиинатор"" об ЛГБТ-подростках:… https://t.co/LkUFLlm2dn"
SvobodaRadio|865987580080291841|2017-05-20 17:48:23|Договоренности на общую сумму 380 миллиардов долларов! https://t.co/rsIdFEf7hh https://t.co/NoxVbYOEny
SvobodaRadio|865987211174588417|2017-05-20 17:46:55|"Роухани, переизбранный президентом Ирана: ""Народ Ирана выбрал взаимодействие с миром"". https://t.co/DxuZXq3LH5 https://t.co/RG5EREMJKs"
SvobodaRadio|865970269533417478|2017-05-20 16:39:35|США продадут Эр-Рияду оружие на сумму более 100 млрд долларов. https://t.co/rsIdFEf7hh https://t.co/1ZYMW2PNRM
