socium_hate|866915351442972672|2017-05-23 07:15:00|https://t.co/igxgsG6lC1
socium_hate|866900250270646272|2017-05-23 06:15:00|https://t.co/Tl2nI7WY0O
socium_hate|866885153016119297|2017-05-23 05:15:01|https://t.co/OjtstQZBHJ
socium_hate|866870051655213058|2017-05-23 04:15:00|https://t.co/x3Vo4m8i87
socium_hate|866854954283274240|2017-05-23 03:15:01|https://t.co/7syOQftnCW
socium_hate|866839856009359361|2017-05-23 02:15:01|https://t.co/GX4U7JbEi3
socium_hate|866824754627575809|2017-05-23 01:15:00|https://t.co/a2WlPKtm1q
socium_hate|866809657251254280|2017-05-23 00:15:01|https://t.co/Oaiuer2593
socium_hate|866794557509439490|2017-05-22 23:15:01|https://t.co/PD8grTFUnn
socium_hate|866779455590617089|2017-05-22 22:15:00|Миллионы лет эволюции.. https://t.co/zh4dQTb0EE
socium_hate|866764358935867392|2017-05-22 21:15:01|https://t.co/dkgZtSy1i0
socium_hate|866749256274759681|2017-05-22 20:15:00|Коротко обо мне: https://t.co/LUAVLXc6EX
socium_hate|866734157442842624|2017-05-22 19:15:00|https://t.co/tq9iLGuj4j
socium_hate|866719493057392641|2017-05-22 18:16:44|https://t.co/Sp9A7j7FkL
socium_hate|866719060364480513|2017-05-22 18:15:01|https://t.co/aZaCM7F4UI
socium_hate|866703958957535232|2017-05-22 17:15:01|https://t.co/7pg1ftXcKY
socium_hate|866688861275115520|2017-05-22 16:15:01|Любовь https://t.co/eVI5MVhR2W
socium_hate|866673761533050880|2017-05-22 15:15:01|https://t.co/r2QqPZSNX9
socium_hate|866658660142927874|2017-05-22 14:15:00|https://t.co/5Kr5S8gOc9
socium_hate|866643560547971072|2017-05-22 13:15:00|https://t.co/OC9Dwa7ZvW
socium_hate|866643518319734785|2017-05-22 13:14:50|https://t.co/HdBnMac4E6
socium_hate|866628461460377601|2017-05-22 12:15:01|https://t.co/QjomsKrL5m
socium_hate|866613362288807938|2017-05-22 11:15:01|https://t.co/vUymCMSC99
socium_hate|866598261892820997|2017-05-22 10:15:00|https://t.co/YJ1i4msPkn
socium_hate|866583162922483712|2017-05-22 09:15:01|Когда не хочешь, чтобы ваш разговор заканчивался https://t.co/6tWWyxtjr1
socium_hate|866568060890562560|2017-05-22 08:15:00|https://t.co/XDWPeKPyJL
socium_hate|866552962675482626|2017-05-22 07:15:00|https://t.co/zvD5MFU2GZ
socium_hate|866537864221282304|2017-05-22 06:15:00|https://t.co/oLh9j1mMZY
socium_hate|866522762717741056|2017-05-22 05:15:00|Мистер таинственность https://t.co/f2BFNVzmGB
socium_hate|866507666218156032|2017-05-22 04:15:01|https://t.co/geFIZkJxkf
socium_hate|866492564936904704|2017-05-22 03:15:00|https://t.co/JkS8nNPrun
socium_hate|866489164635799552|2017-05-22 03:01:30|Неожиданность https://t.co/TC3VWYS5DD
socium_hate|866488459380314113|2017-05-22 02:58:41|Когда инженерам скучно https://t.co/ngOsEgUDJa
socium_hate|866487210043985921|2017-05-22 02:53:44|"- Я хочу любви и отношений 
- https://t.co/qU3Ncs6kzO"
socium_hate|866477467871191040|2017-05-22 02:15:01|https://t.co/JvQQYjbbxq
socium_hate|866462365394415616|2017-05-22 01:15:00|https://t.co/wzchRStOcV
socium_hate|866447266386558976|2017-05-22 00:15:00|https://t.co/POS7AOWlvm
socium_hate|866432166804238337|2017-05-21 23:15:00|https://t.co/hd2QZ2Itnb
